,Assembly,pident_x,qcovs_x,Qval_x,pident_y,qcovs_y,Qval_y
28,NC_017351.1,0.07608695652173914,0.11956521739130435,0.1956521739130435,97.02533695652173,96.54347826086956,193.5688152173913
29,NC_017673.1,0.22826086956521738,0.15217391304347827,0.3804347826086957,93.24870652173914,93.82608695652173,187.07479347826083
30,NC_017763.1,0.15053763440860216,0.12903225806451613,0.27956989247311825,94.97339784946239,96.0,190.97339784946237
31,NC_018608.1,0.25,0.16304347826086957,0.41304347826086957,91.92163043478264,94.67391304347827,186.59554347826085
32,NC_020529.1,0.11956521739130435,0.13043478260869565,0.25,95.65773913043476,96.29347826086956,191.95121739130434
33,NC_020532.1,0.11956521739130435,0.13043478260869565,0.25,95.65773913043476,96.29347826086956,191.95121739130434
34,NC_020533.1,0.11956521739130435,0.13043478260869565,0.25,95.65773913043476,96.29347826086956,191.95121739130434
35,NC_020536.1,0.11956521739130435,0.13043478260869565,0.25,95.65773913043476,96.29347826086956,191.95121739130434
36,NC_020537.1,0.11956521739130435,0.13043478260869565,0.25,95.65573913043478,96.18478260869566,191.84052173913042
37,NC_020564.1,0.11956521739130435,0.13043478260869565,0.25,95.64423913043478,96.20652173913044,191.8507608695652
38,NC_020566.1,0.11956521739130435,0.14130434782608695,0.2608695652173913,95.65379347826084,95.92391304347827,191.57770652173915
39,NC_020568.1,0.11956521739130435,0.13043478260869565,0.25,95.65605434782609,96.21739130434783,191.8734456521739
40,NC_021059.1,0.043010752688172046,0.11827956989247312,0.16129032258064516,98.27237634408603,96.50537634408602,194.77775268817206
41,NC_021554.1,0.24731182795698925,0.16129032258064516,0.40860215053763443,93.20477419354836,94.03225806451613,187.2370322580645
42,NC_021670.1,0.053763440860215055,0.13978494623655913,0.1935483870967742,98.46977419354837,95.80645161290323,194.2762258064516
43,NC_022113.1,0.25806451612903225,0.15053763440860216,0.40860215053763443,92.88454838709683,93.55913978494624,186.44368817204295
44,NC_022222.1,0.15053763440860216,0.17204301075268819,0.3225806451612903,94.26540860215057,93.16129032258064,187.4266989247312
45,NC_022226.1,0.053763440860215055,0.11827956989247312,0.17204301075268819,97.20040860215053,95.58064516129032,192.78105376344084
46,NC_022442.1,0.10869565217391304,0.13043478260869565,0.2391304347826087,95.45193478260872,94.98913043478261,190.44106521739133
47,NC_022443.1,0.11956521739130435,0.13043478260869565,0.25,95.00518478260872,95.16304347826087,190.16822826086963
48,NC_022604.1,0.06451612903225806,0.12903225806451613,0.1935483870967742,97.6502688172043,96.11827956989248,193.76854838709676
49,NZ_ABFA01000002.1,0.0,0.0,0.0,99.85928571428572,99.92857142857143,199.78785714285712
50,NZ_ABFA01000003.1,0.0,0.0,0.0,99.9488,100.0,199.9488
51,NZ_ABFA01000005.1,0.0,0.0,0.0,96.1905,100.0,196.19050000000001
52,NZ_ABFA01000007.1,0.0,0.0,0.0,94.06716666666667,98.25,192.31716666666668
53,NZ_ABFA01000010.1,0.0,0.0,0.0,100.0,100.0,200.0
54,NZ_ABFA01000011.1,0.0,0.0,0.0,99.58833333333332,95.0,194.58833333333334
55,NZ_ABFA01000012.1,0.0,0.0,0.0,99.492,100.0,199.492
56,NZ_ABFA01000013.1,0.0,0.0,0.0,99.74212499999999,86.625,186.367125
57,NZ_ABFA01000015.1,0.0,0.0,0.0,99.54333333333334,100.0,199.54333333333332
58,NZ_ABFA01000021.1,0.0,0.0,0.0,99.7435,100.0,199.74349999999998
59,NZ_ABFA01000026.1,0.0,0.0,0.0,99.75500000000001,96.0,195.75500000000002
60,NZ_ABFA01000028.1,0.0,0.0,0.0,100.0,100.0,200.0
61,NZ_ABFA01000029.1,0.0,0.0,0.0,100.0,100.0,200.0
62,NZ_ABFA01000032.1,0.0,0.0,0.0,99.8565,100.0,199.85649999999998
63,NZ_ABFA01000034.1,0.0,0.0,0.0,100.0,100.0,200.0
64,NZ_ABFA01000035.1,0.0,0.0,0.0,100.0,100.0,200.0
65,NZ_ABFA01000037.1,0.0,0.0,0.0,100.0,100.0,200.0
66,NZ_ABFA01000040.1,0.0,0.0,0.0,99.912,96.25,196.162
67,NZ_ABFA01000041.1,0.0,0.0,0.0,100.0,95.33333333333333,195.33333333333334
68,NZ_ABFA01000072.1,0.0,0.0,0.0,100.0,76.5,176.5
69,NZ_ABFB01000001.1,0.0,0.0,0.0,99.9744,100.0,199.9744
70,NZ_ABFB01000004.1,0.0,0.0,0.0,99.77166666666666,100.0,199.77166666666668
71,NZ_ABFB01000005.1,0.0,0.0,0.0,100.0,100.0,200.0
72,NZ_ABFB01000006.1,0.0,0.0,0.0,94.04108333333333,95.16666666666667,189.20775000000003
73,NZ_ABFB01000007.1,0.0,0.0,0.0,96.1905,100.0,196.19050000000001
74,NZ_ABFB01000008.1,0.0,0.0,0.0,99.981875,98.25,198.231875
75,NZ_ABFB01000011.1,0.0,0.0,0.0,99.8518888888889,99.88888888888889,199.74077777777777
76,NZ_ABFB01000013.1,0.0,0.0,0.0,99.85799999999999,100.0,199.858
77,NZ_ABFB01000015.1,0.0,0.0,0.0,99.8485,96.25,196.0985
78,NZ_ABFB01000016.1,0.0,0.0,0.0,99.58833333333332,100.0,199.58833333333334
79,NZ_ABFB01000017.1,0.0,0.0,0.0,99.8805,86.625,186.5055
80,NZ_ABFB01000019.1,0.0,0.0,0.0,99.76966666666668,96.0,195.76966666666667
81,NZ_ABFB01000021.1,0.0,0.0,0.0,99.89800000000001,100.0,199.898
82,NZ_ABFB01000029.1,0.0,0.0,0.0,100.0,100.0,200.0
83,NZ_ABFB01000030.1,0.0,0.0,0.0,100.0,88.25,188.25
84,NZ_ABFB01000031.1,0.0,0.0,0.0,100.0,100.0,200.0
85,NZ_ABFB01000034.1,0.0,0.0,0.0,100.0,100.0,200.0
86,NZ_ABSA01000001.1,0.0,0.0,0.0,99.80433333333333,99.88888888888889,199.69322222222223
87,NZ_ABSA01000005.1,0.0,0.0,0.0,99.54333333333334,100.0,199.54333333333332
88,NZ_ABSA01000008.1,0.0,0.0,0.0,99.95349999999999,88.25,188.2035
89,NZ_ABSA01000020.1,0.0,0.0,0.0,92.8493,95.6,188.44930000000002
90,NZ_ABSA01000044.1,0.0,0.0,0.0,99.62849999999999,95.83333333333333,195.46183333333337
91,NZ_ABSA01000049.1,0.0,0.0,0.0,100.0,100.0,200.0
92,NZ_ABSA01000059.1,0.0,0.0,0.0,89.20871428571427,98.71428571428571,187.923
93,NZ_ABSA01000067.1,0.0,0.0,0.0,98.765,100.0,198.765
94,NZ_ABSA01000077.1,0.0,0.0,0.0,99.92824999999999,100.0,199.92825
95,NZ_ABSA01000082.1,0.0,0.0,0.0,96.57190909090909,90.27272727272727,186.84463636363637
96,NZ_ABSA01000088.1,0.0,0.0,0.0,99.84700000000001,100.0,199.847
97,NZ_ABSA01000094.1,0.0,0.0,0.0,100.0,100.0,200.0
98,NZ_ABSA01000096.1,0.0,0.0,0.0,100.0,100.0,200.0
99,NZ_ABSA01000106.1,0.0,0.0,0.0,100.0,100.0,200.0
100,NZ_ABSA01000107.1,0.0,0.0,0.0,100.0,100.0,200.0
101,NZ_ABSA01000111.1,0.0,0.0,0.0,100.0,100.0,200.0
102,NZ_ABSA01000119.1,0.0,0.0,0.0,99.9488,100.0,199.9488
103,NZ_ABSA01000121.1,0.0,0.0,0.0,100.0,100.0,200.0
104,NZ_ABSA01000129.1,0.0,0.0,0.0,100.0,95.33333333333333,195.33333333333334
105,NZ_ABWS01000001.1,0.0,0.0,0.0,99.36566666666667,99.76190476190476,199.12757142857143
106,NZ_ABWS01000002.1,0.0,0.0,0.0,91.90495833333334,93.70833333333333,185.61329166666664
107,NZ_ABWS01000003.1,0.0,0.0,0.0,97.7157,98.6,196.3157
108,NZ_ABWS01000004.1,0.0,0.0,0.0,91.63149999999999,90.6,182.2315
109,NZ_ABWS01000005.1,0.0,0.0,0.0,97.89107142857144,99.0,196.89107142857142
110,NZ_ABWS01000006.1,0.0,0.0,0.0,97.53235714285715,96.64285714285714,194.1752142857143
111,NZ_ABWS01000007.1,0.0,0.0,0.0,88.81420000000001,96.53333333333333,185.3475333333334
112,NZ_ABWS01000008.1,0.0,0.0,0.0,98.89850000000001,100.0,198.89849999999998
113,NZ_ABWS01000010.1,0.0,0.0,0.0,99.38,100.0,199.38
114,NZ_ABWS01000013.1,0.0,0.5,0.5,99.19125,81.25,180.44125
115,NZ_ABWT01000001.1,0.0,0.0,0.0,99.9743125,99.9375,199.9118125
116,NZ_ABWT01000002.1,0.0,0.0,0.0,99.9744,100.0,199.9744
117,NZ_ABWT01000004.1,0.0,0.0,0.0,99.80428571428571,100.0,199.80428571428573
118,NZ_ABWT01000005.1,0.0,0.0,0.0,99.96642857142857,98.42857142857143,198.39499999999998
119,NZ_ABWT01000006.1,0.0,0.0,0.0,99.85309090909091,90.27272727272727,190.12581818181818
120,NZ_ABWT01000009.1,0.0,0.0,0.0,100.0,96.25,196.25
121,NZ_ABWT01000010.1,0.0,0.0,0.0,100.0,100.0,200.0
122,NZ_ABWT01000015.1,0.0,0.0,0.0,99.92824999999999,100.0,199.92825
123,NZ_ABWT01000016.1,0.0,0.0,0.0,99.91981818181817,100.0,199.9198181818182
124,NZ_ABWT01000017.1,0.0,0.0,0.0,100.0,97.0,197.0
125,NZ_ABWT01000018.1,0.0,0.0,0.0,100.0,90.6,190.6
126,NZ_ABWT01000020.1,0.0,0.0,0.0,99.79283333333335,96.0,195.79283333333333
127,NZ_ABWT01000022.1,0.0,0.0,0.0,99.89800000000001,100.0,199.898
128,NZ_ABWT01000027.1,0.0,0.0,0.0,100.0,100.0,200.0
129,NZ_ABWT01000029.1,0.0,0.0,0.0,100.0,100.0,200.0
130,NZ_ABWY01000001.1,0.0,0.0,0.0,99.58950000000002,100.0,199.58950000000002
131,NZ_ABWY01000003.1,0.0,0.0,0.0,94.42885714285714,90.85714285714286,185.286
132,NZ_ABWY01000004.1,0.0,0.0,0.0,99.33083333333333,97.5,196.83083333333332
133,NZ_ABWY01000006.1,0.0,0.0,0.0,94.56664705882353,98.17647058823529,192.74311764705885
134,NZ_ABWY01000007.1,0.0,0.0,0.0,99.59907142857142,99.92857142857143,199.52764285714287
135,NZ_ABWY01000008.1,0.0,0.0,0.0,99.33571428571427,100.0,199.33571428571426
136,NZ_ABWY01000009.1,0.0,0.0,0.0,99.09472727272727,90.27272727272727,189.36745454545454
137,NZ_ABWY01000014.1,0.0,0.0,0.0,99.21733333333333,100.0,199.21733333333336
138,NZ_ABWY01000015.1,0.0,0.0,0.0,99.37,100.0,199.36999999999998
139,NZ_ABWY01000016.1,0.0,0.0,0.0,98.1662857142857,93.85714285714286,192.02342857142858
140,NZ_ABWY01000017.1,0.0,0.0,0.0,99.617,100.0,199.617
141,NZ_ABWY01000019.1,0.0,0.0,0.0,99.6356,90.6,190.2356
142,NZ_ABWY01000020.1,0.0,0.0,0.0,100.0,100.0,200.0
143,NZ_ABWY01000022.1,0.0,0.0,0.0,99.548375,100.0,199.548375
144,NZ_ABWY01000026.1,0.0,0.0,0.0,98.828,100.0,198.828
145,NZ_ABWY01000042.1,0.0,0.0,0.0,77.77133333333332,99.33333333333333,177.10466666666665
146,NZ_ACKC01000003.1,0.0,0.0,0.0,99.359,100.0,199.35899999999998
147,NZ_ACKC01000004.1,0.0,0.0,0.0,99.617,100.0,199.617
148,NZ_ACKC01000007.1,0.0,0.0,0.0,98.828,100.0,198.828
149,NZ_ACKC01000008.1,0.0,0.0,0.0,99.63366666666667,99.91666666666667,199.55033333333336
150,NZ_ACKC01000011.1,0.0,0.0,0.0,99.468,100.0,199.46800000000002
151,NZ_ACKC01000012.1,0.0,0.0,0.0,98.91433333333333,96.0,194.91433333333336
152,NZ_ACKC01000013.1,0.0,0.0,0.0,100.0,100.0,200.0
153,NZ_ACKC01000014.1,0.0,0.0,0.0,98.92449999999998,100.0,198.9245
154,NZ_ACKC01000017.1,0.0,0.0,0.0,99.58,100.0,199.57999999999998
155,NZ_ACKC01000018.1,0.0,0.0,0.0,99.0829090909091,90.27272727272727,189.35563636363634
156,NZ_ACKC01000019.1,0.0,0.0,0.0,99.28514285714286,93.28571428571429,192.57085714285714
157,NZ_ACKC01000022.1,0.0,0.0,0.0,99.3899411764706,100.0,199.38994117647061
158,NZ_ACKC01000023.1,0.0,0.0,0.0,99.48008333333333,98.75,198.23008333333334
159,NZ_ACKC01000024.1,0.0,0.0,0.0,99.2935,100.0,199.2935
160,NZ_ACKC01000026.1,0.0,0.0,0.0,97.90678571428569,100.0,197.90678571428572
161,NZ_ACKC01000031.1,0.0,0.0,0.0,93.59425,94.04166666666667,187.6359166666667
162,NZ_ACKD01000003.1,0.0,0.0,0.0,99.95349999999998,99.91666666666667,199.87016666666668
163,NZ_ACKD01000006.1,0.0,0.0,0.0,99.71142857142857,100.0,199.71142857142857
164,NZ_ACKD01000013.1,0.0,0.0,0.0,99.9235,100.0,199.9235
165,NZ_ACKD01000017.1,0.0,0.0,0.0,99.78720000000001,100.0,199.7872
166,NZ_ACKD01000019.1,0.0,0.0,0.0,96.09833333333334,100.0,196.09833333333336
167,NZ_ACKD01000021.1,0.0,0.0,0.0,99.80481818181819,90.27272727272727,190.07754545454546
168,NZ_ACKD01000030.1,0.0,0.0,0.0,100.0,100.0,200.0
169,NZ_ACKD01000031.1,0.0,0.0,0.0,99.86781818181818,100.0,199.8678181818182
170,NZ_ACKD01000036.1,0.0,0.0,0.0,99.8961,98.5,198.3961
171,NZ_ACKD01000042.1,0.0,0.0,0.0,99.96279999999999,90.6,190.56279999999998
172,NZ_ACKD01000046.1,0.0,0.0,0.0,99.9332,100.0,199.9332
173,NZ_ACKD01000053.1,0.0,0.0,0.0,94.11200000000001,97.66666666666667,191.77866666666668
174,NZ_ACKD01000054.1,0.0,0.0,0.0,99.82725,92.25,192.07725
175,NZ_ACKD01000057.1,0.0,0.0,0.0,100.0,100.0,200.0
176,NZ_ACKD01000059.1,0.0,0.0,0.0,99.97928571428572,98.42857142857143,198.40785714285715
177,NZ_ACKD01000061.1,0.0,0.0,0.0,99.92824999999999,100.0,199.92825
178,NZ_ACKE01000006.1,0.0,0.0,0.0,99.5984,90.6,190.19840000000002
179,NZ_ACKE01000009.1,0.0,0.0,0.0,99.58,100.0,199.57999999999998
180,NZ_ACKE01000011.1,0.0,0.0,0.0,100.0,100.0,200.0
181,NZ_ACKE01000012.1,0.0,0.0,0.0,94.56893333333332,97.93333333333334,192.50226666666669
182,NZ_ACKE01000014.1,0.0,0.0,0.0,90.62074999999999,85.0,175.62075
183,NZ_ACKE01000025.1,0.0,0.0,0.0,98.89966666666668,96.0,194.8996666666667
184,NZ_ACKE01000027.1,0.0,0.0,0.0,99.63835714285715,99.92857142857143,199.56692857142858
185,NZ_ACKE01000033.1,0.0,0.0,0.0,99.09472727272727,90.27272727272727,189.36745454545454
186,NZ_ACKE01000036.1,0.0,0.0,0.0,99.55414285714286,100.0,199.55414285714284
187,NZ_ACKE01000037.1,0.0,0.0,0.0,98.88328571428569,100.0,198.8832857142857
188,NZ_ACKE01000039.1,0.0,0.0,0.0,98.828,100.0,198.828
189,NZ_ACKE01000041.1,0.0,0.0,0.0,99.45514285714286,98.92857142857143,198.38371428571426
190,NZ_ACKE01000042.1,0.0,0.0,0.0,99.37,100.0,199.36999999999998
191,NZ_ACKE01000044.1,0.0,0.0,0.0,99.617,100.0,199.617
192,NZ_ACKE01000047.1,0.0,0.0,0.0,97.56930769230767,100.0,197.5693076923077
193,NZ_ACKF01000002.1,0.0,0.0,0.0,94.84172727272727,98.0,192.84172727272727
194,NZ_ACKF01000003.1,0.0,0.0,0.0,99.58,100.0,199.57999999999998
195,NZ_ACKF01000012.1,0.0,0.0,0.0,99.705125,94.125,193.830125
196,NZ_ACKF01000025.1,0.0,0.0,0.0,99.617,100.0,199.617
197,NZ_ACKF01000026.1,0.0,0.0,0.0,98.92449999999998,100.0,198.9245
198,NZ_ACKF01000029.1,0.0,0.0,0.0,91.70811111111111,98.33333333333333,190.04144444444444
199,NZ_ACKF01000030.1,0.0,0.0,0.0,100.0,100.0,200.0
200,NZ_ACKF01000031.1,0.0,0.0,0.0,99.09472727272727,90.27272727272727,189.36745454545454
201,NZ_ACKF01000033.1,0.0,0.0,0.0,98.48108333333334,94.83333333333333,193.3144166666667
202,NZ_ACKF01000036.1,0.0,0.0,0.0,97.84035714285714,100.0,197.84035714285716
203,NZ_ACKF01000037.1,0.0,0.08333333333333333,0.08333333333333333,99.62485714285712,98.28571428571429,197.91057142857144
204,NZ_ACKF01000038.1,0.0,0.0,0.0,99.3435,96.25,195.59349999999998
205,NZ_ACKF01000039.1,0.0,0.0,0.0,98.828,100.0,198.828
206,NZ_ACKF01000044.1,0.0,0.0,0.0,94.10466666666666,97.66666666666667,191.77133333333333
207,NZ_ACKF01000047.1,0.0,0.0,0.0,99.3899411764706,100.0,199.38994117647061
208,NZ_ACKG01000001.1,0.0,0.0,0.0,99.617,100.0,199.617
209,NZ_ACKG01000004.1,0.0,0.0,0.0,99.21733333333333,100.0,199.21733333333336
210,NZ_ACKG01000008.1,0.0,0.0,0.0,98.828,100.0,198.828
211,NZ_ACKG01000015.1,0.0,0.0,0.0,99.16000000000001,100.0,199.16
212,NZ_ACKG01000017.1,0.0,0.0,0.0,97.74576923076921,100.0,197.74576923076924
213,NZ_ACKG01000022.1,0.0,0.0,0.0,99.48008333333333,98.75,198.23008333333334
214,NZ_ACKG01000026.1,0.0,0.0,0.0,97.96414285714287,96.9047619047619,194.8689047619048
215,NZ_ACKG01000027.1,0.0,0.0,0.0,98.94791666666667,91.08333333333333,190.03125
216,NZ_ACKG01000028.1,0.0,0.0,0.0,98.91433333333333,96.0,194.91433333333336
217,NZ_ACKG01000031.1,0.0,0.0,0.0,93.27772727272726,94.27272727272727,187.55045454545458
218,NZ_ACKG01000032.1,0.0,0.0,0.0,99.6356,90.6,190.2356
219,NZ_ACKG01000034.1,0.0,0.0,0.0,100.0,100.0,200.0
220,NZ_ACKG01000036.1,0.0,0.0,0.0,99.3899411764706,100.0,199.38994117647061
221,NZ_ACKH01000011.1,0.0,0.0,0.0,100.0,100.0,200.0
222,NZ_ACKH01000021.1,0.0,0.0,0.0,91.70811111111111,98.33333333333333,190.04144444444444
223,NZ_ACKH01000023.1,0.0,0.0,0.0,99.52333333333333,100.0,199.5233333333333
224,NZ_ACKH01000025.1,0.0,0.0,0.0,99.5442,90.6,190.1442
225,NZ_ACKH01000026.1,0.0,0.0,0.0,99.657,100.0,199.65699999999998
226,NZ_ACKH01000027.1,0.0,0.0,0.0,99.33083333333333,97.5,196.83083333333332
227,NZ_ACKH01000030.1,0.0,0.0,0.0,99.37,100.0,199.36999999999998
228,NZ_ACKH01000031.1,0.0,0.0,0.0,94.87173333333332,95.86666666666666,190.7384
229,NZ_ACKH01000032.1,0.0,0.0,0.0,99.5332,99.9,199.4332
230,NZ_ACKH01000034.1,0.0,0.0,0.0,98.828,100.0,198.828
231,NZ_ACKH01000035.1,0.0,0.0,0.0,96.62741666666666,94.66666666666667,191.29408333333333
232,NZ_ACKH01000036.1,0.0,0.0,0.0,98.88,91.08333333333333,189.96333333333337
233,NZ_ACKH01000037.1,0.0,0.0,0.0,99.457,100.0,199.457
234,NZ_ACKH01000041.1,0.0,0.0,0.0,99.07099999999998,100.0,199.071
235,NZ_ACKH01000043.1,0.0,0.0,0.0,98.91433333333333,96.0,194.91433333333336
236,NZ_ACKH01000046.1,0.0,0.0,0.0,97.74576923076921,100.0,197.74576923076924
237,NZ_ACKI01000003.1,0.0,0.0,0.0,97.72716666666668,96.0,193.72716666666668
238,NZ_ACKI01000004.1,0.0,0.0,0.0,96.146,98.85714285714286,195.00314285714285
239,NZ_ACKI01000006.1,0.0,0.0,0.0,99.38366666666667,100.0,199.3836666666667
240,NZ_ACKI01000008.1,0.0,0.0,0.0,96.9196,90.6,187.5196
241,NZ_ACKI01000009.1,0.0,0.0,0.0,99.17625,100.0,199.17625
242,NZ_ACKI01000015.1,0.0,0.0,0.0,99.359,100.0,199.35899999999998
243,NZ_ACKI01000016.1,0.0,0.0,0.0,99.23166666666667,99.66666666666667,198.89833333333334
244,NZ_ACKI01000017.1,0.0,0.0,0.0,97.391,100.0,197.391
245,NZ_ACKI01000018.1,0.0,0.0,0.0,90.41888888888889,89.55555555555556,179.97444444444443
246,NZ_ACKI01000019.1,0.0,0.0,0.0,96.9052,97.0,193.9052
247,NZ_ACKI01000023.1,0.0,0.0,0.0,95.33092857142859,98.92857142857143,194.25949999999997
248,NZ_ACKI01000024.1,0.0,0.0,0.0,99.42814285714287,100.0,199.42814285714283
249,NZ_ACKI01000027.1,0.0,0.0,0.0,99.4,99.71428571428571,199.1142857142857
250,NZ_ACKI01000030.1,0.0,0.0,0.0,100.0,100.0,200.0
251,NZ_ACKI01000032.1,0.0,0.0,0.0,87.71715789473683,95.84210526315789,183.55926315789472
252,NZ_ACKI01000033.1,0.0,0.0,0.0,95.48825000000001,86.625,182.11325
253,NZ_ACKI01000038.1,0.0,0.0,0.0,90.50784615384617,94.15384615384616,184.66169230769233
254,NZ_ACKJ01000003.1,0.0,0.0,0.0,99.53457142857143,100.0,199.5345714285714
255,NZ_ACKJ01000004.1,0.0,0.0,0.0,98.828,100.0,198.828
256,NZ_ACKJ01000007.1,0.0,0.0,0.0,99.6356,90.6,190.2356
257,NZ_ACKJ01000015.1,0.0,0.0,0.0,99.686,99.92857142857143,199.61457142857145
258,NZ_ACKJ01000025.1,0.0,0.0,0.0,98.92159999999998,96.2,195.1216
259,NZ_ACKJ01000027.1,0.0,0.0,0.0,98.91433333333333,96.0,194.91433333333336
260,NZ_ACKJ01000031.1,0.0,0.0,0.0,90.30125,85.0,175.30125
261,NZ_ACKJ01000034.1,0.0,0.0,0.0,100.0,100.0,200.0
262,NZ_ACKJ01000036.1,0.0,0.0,0.0,99.09472727272727,90.27272727272727,189.36745454545454
263,NZ_ACKJ01000043.1,0.0,0.0,0.0,95.92552380952381,98.52380952380952,194.44933333333336
264,NZ_ACKJ01000045.1,0.0,0.0,0.0,98.88328571428569,100.0,198.8832857142857
265,NZ_ACKJ01000046.1,0.0,0.0,0.0,99.66766666666666,100.0,199.6676666666667
266,NZ_ACKJ01000049.1,0.0,0.0,0.0,99.43714285714285,98.92857142857143,198.3657142857143
267,NZ_ACKJ01000050.1,0.0,0.0,0.0,99.71999999999998,98.66666666666667,198.38666666666666
268,NZ_ACKJ01000053.1,0.0,0.0,0.0,99.617,100.0,199.617
269,NZ_ACKJ01000058.1,0.0,0.0,0.0,96.159,98.125,194.284
270,NZ_ACKK01000004.1,0.0,0.0,0.0,99.617,100.0,199.617
271,NZ_ACKK01000005.1,0.0,0.0,0.0,99.48008333333333,98.75,198.23008333333334
272,NZ_ACKK01000009.1,0.0,0.0,0.0,100.0,100.0,200.0
273,NZ_ACKK01000011.1,0.0,0.0,0.0,95.94,100.0,195.93999999999997
274,NZ_ACKK01000018.1,0.0,0.0,0.0,99.37,100.0,199.36999999999998
275,NZ_ACKK01000020.1,0.0,0.0,0.0,99.29357142857143,100.0,199.2935714285714
276,NZ_ACKK01000023.1,0.0,0.0,0.0,98.91433333333333,96.0,194.91433333333336
277,NZ_ACKK01000024.1,0.0,0.0,0.0,99.686,99.92857142857143,199.61457142857145
278,NZ_ACKK01000025.1,0.0,0.0,0.0,99.06118181818182,90.27272727272727,189.33390909090906
279,NZ_ACKK01000026.1,0.0,0.0,0.0,98.828,100.0,198.828
280,NZ_ACKK01000029.1,0.0,0.0,0.0,95.12788235294117,98.17647058823529,193.30435294117646
281,NZ_ACKK01000030.1,0.0,0.0,0.0,99.3745,94.125,193.49949999999998
282,NZ_ACKK01000031.1,0.0,0.0,0.0,99.359,100.0,199.35899999999998
283,NZ_ACKK01000033.1,0.0,0.0,0.0,93.714,89.33333333333333,183.0473333333333
284,NZ_ACKK01000034.1,0.0,0.0,0.0,99.59275000000001,100.0,199.59274999999997
285,NZ_ACKK01000036.1,0.0,0.0,0.0,99.60119999999999,100.0,199.6012
286,NZ_ACKK01000039.1,0.0,0.0,0.0,98.88775,100.0,198.88775
287,NZ_ACKL01000002.1,0.0,0.0,0.0,99.37,100.0,199.36999999999998
288,NZ_ACKL01000006.1,0.0,0.0,0.0,99.6356,90.6,190.2356
289,NZ_ACKL01000012.1,0.0,0.0,0.0,99.09472727272727,90.27272727272727,189.36745454545454
